"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit"
"487260","6","160232300080","160232000080","1602 32 30","1602 32","Containing 25 % or more but less than 57 % by weight of poultry meat or offal","Prepared or preserved meat or meat offal of fowls of the species Gallus domesticus containing >= 25% but < 57% meat or offal (excl. of turkeys and guinea fowl, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts)","-"
"487261","6","160232900080","160232000080","1602 32 90","1602 32","Other","Prepared or preserved meat or meat offal of fowls of the species Gallus domesticus (excl. that containing >= 25% meat or offal, meat or offal of turkeys or guinea fowl, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)","-"
"487262","5","160239000080","160231000010","1602 39",,"Other","Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus (excl. sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)",
"487263","6","160239210010","160239000080",,"1602 39","Containing 57 % or more by weight of poultry meat or offal",,
"487264","7","160239210080","160239210010","1602 39 21",,"Uncooked","Uncooked, prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus, containing >= 57% meat or offal (excl. sausages and similar products, and preparations of liver)","-"
"487265","7","160239290080","160239210010","1602 39 29",,"Other","Cooked, prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus, containing >= 57% meat or offal (excl. sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts)","-"
"487266","6","160239400080","160239000080","1602 39 40","1602 39","Containing 25 % or more but less than 57 % by weight of poultry meat or offal","Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus, containing >= 25% but < 57% meat or offal (excl. sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts)","-"
"487267","6","160239800080","160239000080","1602 39 80","1602 39","Other","Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus (excl. that containing >= 25% meat or offal, and sausages and similar products, homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)","-"
"487268","4","160241000010","160200000080",,"1602","Of swine",,
"487269","5","160241000080","160241000010","1602 41",,"Hams and cuts thereof","Hams and cuts thereof, prepared or preserved",
"487270","6","160241100080","160241000080","1602 41 10","1602 41","Of domestic swine","Hams and cuts thereof, of domestic swine, prepared or preserved","-"
"487271","6","160241900080","160241000080","1602 41 90","1602 41","Other","Prepared or preserved hams and cuts thereof, of swine (excl. domestic)","-"
"487272","5","160242000080","160241000010","1602 42",,"Shoulders and cuts thereof","Prepared or preserved shoulders and cuts thereof, of swine",
"487273","6","160242100080","160242000080","1602 42 10","1602 42","Of domestic swine","Prepared or preserved shoulders and cuts thereof, of domestic swine","-"
"487274","6","160242900080","160242000080","1602 42 90","1602 42","Other","Prepared or preserved shoulders and cuts thereof, of swine (excl. domestic)","-"
"487275","5","160249000080","160241000010","1602 49",,"Other, including mixtures","Prepared or preserved meat and offal of swine, incl. mixtures (excl. hams, shoulders and cuts thereof, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purpose, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)",
"487276","6","160249110010","160249000080",,"1602 49","Of domestic swine",,
"487277","7","160249110020","160249110010",,,"Containing by weight 80 % or more of meat or meat offal, of any kind, including fats of any kind or origin",,
"487278","8","160249110080","160249110020","1602 49 11",,"Loins (excluding collars) and cuts thereof, including mixtures of loins or hams","Prepared or preserved domestic swine loins and parts thereof, incl. mixtures of loins or hams (excl. collars)","-"
"487279","8","160249130080","160249110020","1602 49 13",,"Collars and cuts thereof, including mixtures of collars and shoulders","Prepared or preserved domestic swine collars and parts thereof, incl. mixtures of collars and shoulders","-"
"487280","8","160249150080","160249110020","1602 49 15",,"Other mixtures containing hams (legs), shoulders, loins or collars, and cuts thereof","Prepared or preserved mixtures of domestic swine hams, shoulders, loins, collars and parts thereof (excl. mixtures of only loins and hams or only collars and shoulders)","-"
"487281","8","160249190080","160249110020","1602 49 19",,"Other","Meat or offal, incl. mixtures, of domestic swine, prepared or preserved, containing, by weight, >= 80% of meat or offal of any kind, incl. pork fat and fats of any kind or origin (excl. hams, shoulders, loins, collars and parts thereof, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of livers and meat extracts)","-"
"487282","7","160249300080","160249110010","1602 49 30",,"Containing by weight 40 % or more but less than 80 % of meat or meat offal, of any kind, including fats of any kind or origin","Prepared or preserved meat, offal and mixtures, of domestic swine, containing >= 40% but < 80% meat or offal of any kind and fats of any kind (excl. sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts)","-"
"487283","7","160249500080","160249110010","1602 49 50",,"Containing by weight less than 40 % of meat or meat offal, of any kind, including fats of any kind or origin","Prepared or preserved meat, offal and mixtures of domestic swine containing < 40% meat or offal of any kind and fats of any kind (excl. sausages and similar products, homogenized preparations for put up retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)","-"
"487284","6","160249900080","160249000080","1602 49 90","1602 49","Other","Prepared or preserved meat, offal and mixtures of swine (excl. domestic, hams, shoulders and parts thereof, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)","-"
"487285","4","160250000080","160200000080","1602 50","1602","Of bovine animals","Prepared or preserved meat or offal of bovine animals (excl. sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)",
"487286","5","160250100080","160250000080","1602 50 10","1602 50","Uncooked; mixtures of cooked meat or offal and uncooked meat or offal","Prepared or preserved meat or offal of bovine animals, uncooked, incl. mixtures of cooked meat or offal and uncooked meat or offal (excl. sausages and similar products, and preparations of liver)","-"
"487287","5","160250310010","160250000080",,"1602 50","Other",,
"487288","6","160250310020","160250310010",,,"In airtight containers",,
"487289","7","160250310080","160250310020","1602 50 31",,"Corned beef","Corned beef, in airtight containers","-"
"487290","7","160250390080","160250310020","1602 50 39",,"Other","Meat or offal of bovine animals, prepared or preserved, cooked, in airtight containers (excl. sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, meat extracts and juices and corned beef)","-"
"487291","6","160250800080","160250310010","1602 50 80",,"Other","Meat or offal of bovine animals, prepared or preserved, cooked (excl. meat or offal in airtight containers, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)","-"
"487292","4","160290000080","160200000080","1602 90","1602","Other, including preparations of blood of any animal","Prepared or preserved meat, offal or blood (excl. meat or offal of poultry, swine and bovine animals, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)",
"487293","5","160290100080","160290000080","1602 90 10","1602 90","Preparations of blood of any animal","Preparations of blood of any animal (excl. sausages and similar products)","-"
"487294","5","160290310010","160290000080",,"1602 90","Other",,
"487295","6","160290310080","160290310010","1602 90 31",,"Of game or rabbit","Prepared or preserved meat or meat offal of game or rabbits (excl. of wild pigs, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)","-"
"487296","6","160290410080","160290310010","1602 90 41",,"Of reindeer","Prepared or preserved meat or meat offal of reindeer (excl. sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)","-"
"487297","6","160290510010","160290310010",,,"Other",,
"487298","7","160290510080","160290510010","1602 90 51",,"Containing meat or meat offal of domestic swine","Prepared or preserved meat or meat offal containing meat or offal of domestic swine (excl. of poultry, bovine animals, reindeer, game or rabbits, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts)","-"
"487299","7","160290610010","160290510010",,,"Other",,
"487300","8","160290610020","160290610010",,,"Containing bovine meat or offal",,
"487301","9","160290610080","160290610020","1602 90 61",,"Uncooked; mixtures of cooked meat or offal and uncooked meat or offal","Prepared or preserved meat or meat offal, uncooked, containing meat or offal of bovines, incl. mixtures of cooked or uncooked meat and cooked or uncooked offal (excl. of poultry, domestic swine, reindeer, game or rabbits, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, and preparations of liver)","-"
"487302","9","160290690080","160290610020","1602 90 69",,"Other","Prepared or preserved meat or meat offal, cooked, containing meat or offal of bovine animals (excl. of poultry, domestic swine, game or rabbits, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)","-"
"487303","8","160290720010","160290610010",,,"Other",,
"487304","9","160290720020","160290720010",,,"Of sheep or goats",,
"487305","10","160290720030","160290720020",,,"Uncooked; mixtures of cooked meat or offal and uncooked meat or offal",,
"487306","11","160290720080","160290720030","1602 90 72",,"Of sheep","Prepared or preserved meat or offal of sheep, uncooked, incl. mixtures of cooked and uncooked meat or offal (excl. sausages and similar products and preparations of liver)","-"
"487307","11","160290740080","160290720030","1602 90 74",,"Of goats","Prepared or preserved meat or offal of goats, uncooked, incl. mixtures of cooked and uncooked meat or offal (excl. sausages and similar products and preparations of liver)","-"
"487308","10","160290760010","160290720020",,,"Other",,
"487309","11","160290760080","160290760010","1602 90 76",,"Of sheep","Prepared or preserved meat or offal of sheep, cooked (excl. sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)","-"
"487310","11","160290780080","160290760010","1602 90 78",,"Of goats","Prepared or preserved meat or offal of goats, cooked (excl. sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)","-"
"487311","9","160290980080","160290720010","1602 90 98",,"Other","Prepared or preserved meat or meat offal (excl. of poultry, swine, bovine animals, reindeer, game or rabbits, sheep or goats, sausages and similar products, finely homogenized preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)","-"
"487312","3","160300000080","160020000090","1603 00","16","Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates","Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",
"487313","4","160300100080","160300000080","1603 00 10","1603 00","In immediate packings of a net content of 1 kg or less","Extracts and juices of meat, fish, crustaceans, molluscs and other aquatic invertebrates, in immediate packings of <= 1 kg","-"
"487314","4","160300800080","160300000080","1603 00 80","1603 00","Other","Extracts and juices of meat, fish, crustaceans, molluscs and other aquatic invertebrates, in immediate packings of > 1 kg or put up otherwise","-"
"487315","3","160400000080","160020000090","1604","16","Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs","Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs",
"487316","4","160411000010","160400000080",,"1604","Fish, whole or in pieces, but not minced",,
"487317","5","160411000080","160411000010","1604 11 00",,"Salmon","Prepared or preserved salmon, whole or in pieces (excl. minced)","-"
"487318","5","160412000080","160411000010","1604 12",,"Herrings","Prepared or preserved herrings, whole or in pieces (excl. minced)",
"487319","6","160412100080","160412000080","1604 12 10","1604 12","Fillets, raw, merely coated with batter or breadcrumbs, whether or not prefried in oil, deep frozen","Fillets of herring, raw, merely coated with butter or breadcrumbs, whether or not prefried in oil, deep frozen","-"
"487320","6","160412910010","160412000080",,"1604 12","Other",,
"487321","7","160412910080","160412910010","1604 12 91",,"In airtight containers","Herrings, prepared or preserved, whole or in pieces, in airtight containers (excl. minced herrings and herring fillets, raw, merely coated with batter or breadcrumbs, whether or not prefried in oil, deep frozen)","-"
"487322","7","160412990080","160412910010","1604 12 99",,"Other","Herrings, prepared or preserved, whole or in pieces (excl. minced herrings and herring fillets, raw, merely coated with batter or breadcrumbs, whether or not prefried in oil, deep frozen and in airtight containers)","-"
"487323","5","160413000080","160411000010","1604 13",,"Sardines, sardinella and brisling or sprats","Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excl. minced)",
"487324","6","160413110010","160413000080",,"1604 13","Sardines",,
"487325","7","160413110080","160413110010","1604 13 11",,"In olive oil","Sardines, prepared or preserved, whole or in pieces, in olive oil (excl. minced sardines)","-"
"487326","7","160413190080","160413110010","1604 13 19",,"Other","Sardines, prepared or preserved, whole or in pieces (excl. minced sardines and sardines in olive oil)","-"
"487327","6","160413900080","160413000080","1604 13 90","1604 13","Other","Prepared or preserved sardinella, brisling or sprats, whole or in pieces (excl. minced)","-"
"487328","5","160414000080","160411000010","1604 14",,"Tunas, skipjack and bonito (Sarda spp.)","Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excl. minced)",
"487329","6","160414110010","160414000080",,"1604 14","Tunas and skipjack",,
"487330","7","160414110080","160414110010","1604 14 11",,"In vegetable oil","Prepared or preserved tunas and skipjack, whole or in pieces, in vegetable oil (excl. minced)","-"
"487331","7","160414160010","160414110010",,,"Other",,
"487332","8","160414160080","160414160010","1604 14 16",,"Fillets known as ‘loins’","Fillets known as ""loins"" of tunas or skipjack, prepared or preserved (excl. such products in vegetable oil)","-"
"487333","8","160414180080","160414160010","1604 14 18",,"Other","Prepared or preserved tunas and skipjack (excl. minced, fillets known as ""loins"" and such products in vegetable oil)","-"
"487334","6","160414900080","160414000080","1604 14 90","1604 14","Bonito (Sarda spp.)","Prepared or preserved bonito ""sarda spp."", whole or in pieces (excl. minced)","-"
"487335","5","160415000080","160411000010","1604 15",,"Mackerel","Prepared or preserved mackerel, whole or in pieces (excl. minced)",
"487336","6","160415110010","160415000080",,"1604 15","Of the species Scomber scombrus and Scomber japonicus",,
"487337","7","160415110080","160415110010","1604 15 11",,"Fillets","Fillets of mackerel of the species Scomber scombrus and Scomber japonicus, prepared or preserved","-"
"487338","7","160415190080","160415110010","1604 15 19",,"Other","Mackerel of the species Scomber scombrus and Scomber japonicus, prepared or preserved, whole or in pieces (excl. minced mackerel and fillets of mackerel)","-"
"487339","6","160415900080","160415000080","1604 15 90","1604 15","Of the species Scomber australasicus","Prepared or preserved mackerel of species Scomber australasicus, whole or in pieces (excl. minced)","-"
"487340","5","160416000080","160411000010","1604 16 00",,"Anchovies","Prepared or preserved anchovies, whole or in pieces (excl. minced)","-"
"487341","5","160419000080","160411000010","1604 19",,"Other","Prepared or preserved fish, whole or in pieces (excl. minced and salmon, herrings, sardines, sardinella, brisling or sprats, tunas, skipjack and Atlantic bonito, bonito ""sarda spp."", mackerel and anchovies)",
"487342","6","160419100080","160419000080","1604 19 10","1604 19","Salmonidae, other than salmon","Prepared or preserved salmonidae, whole or in pieces (excl. salmon and minced)","-"
"487343","6","160419310010","160419000080",,"1604 19","Fish of the genus Euthynnus, other than skipjack (Euthynnus (Katsuwonus) pelamis)",,
"487344","7","160419310080","160419310010","1604 19 31",,"Fillets known as ‘loins’","Fillets known as ""loins"" of fish of the genus ""Euthynnus"" prepared or preserved (excl. of skipjack [Euthynnus Katsuwonus pelamis])","-"
"487345","7","160419390080","160419310010","1604 19 39",,"Other","Prepared or preserved fish of the genus ""Euthynnus"", whole or in pieces (excl. minced, fillets known as ""loins"" and of skipjack [Euthynnus Katsuwonus pelamis])","-"
"487346","6","160419500080","160419000080","1604 19 50","1604 19","Fish of the species Orcynopsis unicolor","Prepared or preserved fish of species Orcynopsis unicolor, whole or in pieces (excl. minced)","-"
"487347","6","160419910010","160419000080",,"1604 19","Other",,
"487348","7","160419910080","160419910010","1604 19 91",,"Fillets, raw, merely coated with batter or breadcrumbs, whether or not prefried in oil, deep frozen","Deep frozen raw fish fillets, coated with batter or breadcrumbs, whether or not prefined in oil (excl. salmonidae, herrings, sardines, sardinella, brisling or sprats, tunas, skipjack and Atlantic bonito, bonito ""sarda spp."", mackerel, anchovies, fish of species Euthynnus and fish of species Orcynopsis unicolor)","-"
"487349","7","160419920010","160419910010",,,"Other",,
"487350","8","160419920080","160419920010","1604 19 92",,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Cod of the species Gadus morhua, Gadus ogac, Gadus macrocephalus, prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not prefried in oil, frozen)","-"
"487351","8","160419930080","160419920010","1604 19 93",,"Coalfish (Pollachius virens)","Coalfish ""Pollachius virens"", prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not prefried in oil, frozen)","-"
"487352","8","160419940080","160419920010","1604 19 94",,"Hake (Merluccius spp., Urophycis spp.)","Hake ""Merluccius spp., Urophycis spp."", prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not prefried in oil, frozen)","-"
"487353","8","160419950080","160419920010","1604 19 95",,"Alaska pollack (Theragra chalcogramma) and pollack (Pollachius pollachius)","Alaska pollack ""Theragra chalcogramma"" and pollack ""Pollachius pollachius"", prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not prefried in oil, frozen)","-"
"487354","8","160419980080","160419920010","1604 19 98",,"Other","Fish, prepared or preserved, whole or in pieces (excl. finely minced, fillets, raw, merely coated with batter or breadcrumbs, whether or not prefried in oil, frozen, and salmon, herrings, sardines, anchovies, sprats, tunas, skipjack, bonito ""Sarda spp."", mackerel, sardines, salmonidae, fish of the Euthynnus spp. and of the species Orcynopsis unicolor, cod, coalfish, hake, Alaska pollack and pollack)","-"
"487355","4","160420000080","160400000080","1604 20","1604","Other prepared or preserved fish","Prepared or preserved fish (excl. whole or in pieces)",
"487356","5","160420050080","160420000080","1604 20 05","1604 20","Preparations of surimi","Preparations of surimi","-"
"487357","5","160420100010","160420000080",,"1604 20","Other",,
"487358","6","160420100080","160420100010","1604 20 10",,"Of salmon","Prepared or preserved salmon (excl. whole or in pieces)","-"
"487359","6","160420300080","160420100010","1604 20 30",,"Of salmonidae, other than salmon","Prepared or preserved salmonidae (excl. salmon and whole or in pieces)","-"
"487360","6","160420400080","160420100010","1604 20 40",,"Of anchovies","Prepared or preserved anchovies (excl. whole or in pieces)","-"
"487361","6","160420500080","160420100010","1604 20 50",,"Of sardines, bonito, mackerel of the species Scomber scombrus and Scomber japonicus, fish of the species Orcynopsis unicolor","Prepared or preserved sardines, bonito, mackerel of species Scomber scombrus and japonicus and fish of species Orcynopsis unicolor (excl. whole or in pieces)","-"
"487362","6","160420700080","160420100010","1604 20 70",,"Of tunas, skipjack or other fish of the genus Euthynnus","Prepared or preserved tunas, skipjack or other fish of genus Euthynnus (excl. whole or in pieces)","-"
"487363","6","160420900080","160420100010","1604 20 90",,"Of other fish","Fish, prepared or preserved (excl. fish whole or in pieces, preparations of surimi and salmonidae, anchovies, sardines, bonito, mackerel of the species Scomber scombrus and of the species Scomber japonicus and fish of the species Orcynopsis unicolor, tunas, skipjack and other fish of the species Euthynnus)","-"
"487364","4","160430000080","160400000080","1604 30","1604","Caviar and caviar substitutes","Caviar and caviar substitutes prepared from fish eggs",
"487365","5","160430100080","160430000080","1604 30 10","1604 30","Caviar (sturgeon roe)","Caviar","-"
"487366","5","160430900080","160430000080","1604 30 90","1604 30","Caviar substitutes","Caviar substitutes prepared from fish eggs","-"
"487367","3","160500000080","160020000090","1605","16","Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved","Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",
"487368","4","160510000080","160500000080","1605 10 00","1605","Crab","Crab, prepared or preserved","-"
"487369","4","160520000080","160500000080","1605 20","1605","Shrimps and prawns","Shrimps and prawns, prepared or preserved",
"487370","5","160520100080","160520000080","1605 20 10","1605 20","In airtight containers","Shrimps and prawns, prepared or preserved, in airtight containers","-"
"487371","5","160520910010","160520000080",,"1605 20","Other",,
"487372","6","160520910080","160520910010","1605 20 91",,"In immediate packings of a net content not exceeding 2 kg","Shrimps and prawns, prepared or preserved, in immediate packings of a net content of <= 2 kg (excl. shrimps and prawns in airtight containers)","-"
"487373","6","160520990080","160520910010","1605 20 99",,"Other","Shrimps and prawns, prepared or preserved, in immediate packings of a net content of > 2 kg (excl. shrimps and prawns in airtight containers)","-"
"487374","4","160530000080","160500000080","1605 30","1605","Lobster","Lobster, prepared or preserved",
"487375","5","160530100080","160530000080","1605 30 10","1605 30","Lobster meat, cooked, for the manufacture of lobster butter or of lobster pastes, pâtes, soups or sauces","Lobster meat, cooked, for the manufacture of lobster butter or of lobster pastes, pâtes, soups or sauces","-"
"487376","5","160530900080","160530000080","1605 30 90","1605 30","Other","Lobster, prepared or preserved (excl. lobster meat, cooked, for the manufacture of lobster butter or of lobster pastes, pâtes, soups or sauces)","-"
"487377","4","160540000080","160500000080","1605 40 00","1605","Other crustaceans","Crustaceans, prepared or preserved (excl. crabs, shrimps, prawns and lobster)","-"
"487378","4","160590000080","160500000080","1605 90","1605","Other","Molluscs and aquatic invertebrates, prepared or preserved",
"487379","5","160590110010","160590000080",,"1605 90","Molluscs",,
"487380","6","160590110020","160590110010",,,"Mussels (Mytilus spp., Perna spp.)",,
"487381","7","160590110080","160590110020","1605 90 11",,"In airtight containers","Mussels of the species Mytilus and of the species Perna, prepared or preserved, in airtight containers","-"
"487382","7","160590190080","160590110020","1605 90 19",,"Other","Mussels of the species Mytilus and of the species Perna, prepared or preserved (excl. mussels in airtight containers)","-"
"487383","6","160590300080","160590110010","1605 90 30",,"Other","Mussels, snails and other molluscs, prepared or preserved (excl. mussels of the species Mytilus and of the species Perna)","-"
"487384","5","160590900080","160590000080","1605 90 90","1605 90","Other aquatic invertebrates","Sea urchins, sea cucumbers, jellyfish and other aquatic invertebrates, prepared or preserved (excl. molluscs)","-"
"487385","2","170020000090","160010000090","17","IV","CHAPTER 17 - SUGARS AND SUGAR CONFECTIONERY","SUGARS AND SUGAR CONFECTIONERY",
"487386","3","170100000080","170020000090","1701","17","Cane or beet sugar and chemically pure sucrose, in solid form","Cane or beet sugar and chemically pure sucrose, in solid form",
"487387","4","170111000010","170100000080",,"1701","Raw sugar not containing added flavouring or colouring matter",,
"487388","5","170111000080","170111000010","1701 11",,"Cane sugar","Raw cane sugar (excl. added flavouring or colouring)",
"487389","6","170111100080","170111000080","1701 11 10","1701 11","For refining","Raw cane sugar, for refining (excl. added flavouring or colouring)","-"
"487390","6","170111900080","170111000080","1701 11 90","1701 11","Other","Raw cane sugar (excl. for refining and added flavouring or colouring)","-"
"487391","5","170112000080","170111000010","1701 12",,"Beet sugar","Raw beet sugar (excl. added flavouring or colouring)",
"487392","6","170112100080","170112000080","1701 12 10","1701 12","For refining","Raw beet sugar, for refining (excl. added flavouring or colouring)","-"
"487393","6","170112900080","170112000080","1701 12 90","1701 12","Other","Raw beet sugar (excl. for refining and added flavouring or colouring)","-"
"487394","4","170191000010","170100000080",,"1701","Other",,
"487395","5","170191000080","170191000010","1701 91 00",,"Containing added flavouring or colouring matter","Refined cane or beet sugar, containing added flavouring or colouring, in solid form","-"
"487396","5","170199000080","170191000010","1701 99",,"Other","Cane or beet sugar and chemically pure sucrose, in solid form (excl. cane and beet sugar containing added flavouring or colouring and raw sugar)",
"487397","6","170199100080","170199000080","1701 99 10","1701 99","White sugar","White sugar, containing in dry state>= 99,5% sucrose (excl. flavoured or coloured)","-"
"487398","6","170199900080","170199000080","1701 99 90","1701 99","Other","Cane or beet sugar and chemically pure sucrose, in solid form (excl. cane and beet sugar containing added flavouring or colouring, raw sugar and white sugar)","-"
"487399","3","170200000080","170020000090","1702","17","Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel","Other sugars, incl. chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel",
"487400","4","170211000010","170200000080",,"1702","Lactose and lactose syrup",,
"487401","5","170211000080","170211000010","1702 11 00",,"Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, containing by weight >= 99% lactose, expressed as anhydrous lactose, calculated on the dry matter","-"
"487402","5","170219000080","170211000010","1702 19 00",,"Other","Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, containing by weight < 99% lactose, expressed as anhydrous lactose, calculated on the dry matter","-"
"487403","4","170220000080","170200000080","1702 20","1702","Maple sugar and maple syrup","Maple sugar, in solid form, and maple syrup (excl. flavoured or coloured)",
"487404","5","170220100080","170220000080","1702 20 10","1702 20","Maple sugar in solid form, containing added flavouring or colouring matter","Maple sugar, in solid form, flavoured or coloured","-"
"487405","5","170220900080","170220000080","1702 20 90","1702 20","Other","Maple sugar, in solid form, and maple syrup (excl. flavoured or coloured)","-"
"487406","4","170230000080","170200000080","1702 30","1702","Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter and not containing fructose or containing in the dry state, < 20% by weight of fructose",
"487407","5","170230100080","170230000080","1702 30 10","1702 30","Isoglucose","Isoglucose in the solid form, not containing fructose or containing in the dry state < 20% by weight of fructose","-"
"487408","5","170230510010","170230000080",,"1702 30","Other",,
"487409","6","170230510020","170230510010",,,"Containing in the dry state, 99 % or more by weight of glucose",,
"487410","7","170230510080","170230510020","1702 30 51",,"In the form of white crystalline powder, whether or not agglomerated","Glucose ""dextrose"" in the form of white crystalline powder, whether or not agglomerated, not containing fructose or containing in the dry state < 20% by weight of glucose and containing in the dry state >= 99% by weight of glucose (excl. isoglucose)","-"
"487411","7","170230590080","170230510020","1702 30 59",,"Other","Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter and not containing fructose or containing in the dry state < 20% by weight of fructose and containing in the dry state >= 99% by weight of glucose (excl. isoglucose and glucose ""dextrose"" in the form of white crystalline powder, whether or not agglomerated)","-"
"487412","6","170230910010","170230510010",,,"Other",,
"487413","7","170230910080","170230910010","1702 30 91",,"In the form of white crystalline powder, whether or not agglomerated","Glucose ""dextrose"" in the form of white crystalline powder, whether or not agglomerated, not containing fructose or containing in the dry state < 20% by weight of glucose and containing in the dry state < 99% by weight of glucose (excl. isoglucose)","-"
"487414","7","170230990080","170230910010","1702 30 99",,"Other","Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter and not containing fructose or containing in the dry state < 20% by weight of fructose and < 99% by weight of glucose (excl. isoglucose and glucose ""dextrose"" in the form of white crystalline powder, whether or not agglomerated)","-"
"487415","4","170240000080","170200000080","1702 40","1702","Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, and containing in the dry state >= 20% and < 50% by weight of fructose (excl. invert sugar)",
"487416","5","170240100080","170240000080","1702 40 10","1702 40","Isoglucose","Isoglucose in solid form, containing in the dry state >= 20% and < 50% by weight of fructose (excl. invert sugar)","-"
"487417","5","170240900080","170240000080","1702 40 90","1702 40","Other","Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, and containing in the dry state >= 20% and < 50% by weight of fructose (excl. isoglucose and invert sugar)","-"
