cn2003	pc2003	many_one	one_many	many_many	simple	pc8plus	synthetic	_merge
"52061200"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52063100"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52061100"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52053500"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52051300"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52053400"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52051200"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52063200"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52061590"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52051510"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52051400"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52051100"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52053100"	"171043Z1"	1	0	0	0	"171043Z1"	0	1
"52052300"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52062590"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52062200"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52052200"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52054400"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52054200"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52064300"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52052600"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52062300"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52062400"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52054300"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52062510"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52062100"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52054600"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52064500"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52054100"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52052400"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52054800"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52064100"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52052100"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52054700"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52052800"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52064200"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52064400"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52052700"	"171043Z2"	1	0	0	0	"171043Z2"	0	1
"52042000"	"171045Q0"	0	0	1	0	"1553"	1	1
"50060010"	"171045Q0"	0	0	1	0	"1553"	1	1
"52041900"	"171045Q0"	0	0	1	0	"1553"	1	1
"52041100"	"171045Q0"	0	0	1	0	"1553"	1	1
"50060090"	"171045Q0"	0	0	1	0	"1553"	1	1
"52071000"	"171045Q0"	0	0	1	0	"1553"	1	1
"52079000"	"171045Q0"	0	0	1	0	"1553"	1	1
"53061090"	"171045Q0"	0	0	1	0	"1553"	1	1
"51091010"	"171045Q0"	0	0	1	0	"1553"	1	1
"51091090"	"171045Q0"	0	0	1	0	"1553"	1	1
"51099010"	"171045Q0"	0	0	1	0	"1553"	1	1
"53062090"	"171045Q0"	0	0	1	0	"1553"	1	1
"51099090"	"171045Q0"	0	0	1	0	"1553"	1	1
"55094190"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55093110"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55093210"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55091200"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55092210"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55092290"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55091100"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55092110"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55094110"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55093290"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55094290"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55093190"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55092190"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55094210"	"171052Z1"	1	0	0	0	"171052Z1"	0	1
"55095100"	"171052Z2"	0	0	0	1	"171052Z2"	0	1
"55095300"	"171052Z3"	1	0	0	0	"171052Z3"	0	1
"55096200"	"171052Z3"	1	0	0	0	"171052Z3"	0	1
"55099200"	"171052Z3"	1	0	0	0	"171052Z3"	0	1
"55099900"	"171052Z4"	1	0	0	0	"171052Z4"	0	1
"55096900"	"171052Z4"	1	0	0	0	"171052Z4"	0	1
"55095900"	"171052Z4"	1	0	0	0	"171052Z4"	0	1
"55095290"	"171053Z1"	1	0	0	0	"171053Z1"	0	1
"55095210"	"171053Z1"	1	0	0	0	"171053Z1"	0	1
"55096190"	"171053Z1"	1	0	0	0	"171053Z1"	0	1
"55096110"	"171053Z1"	1	0	0	0	"171053Z1"	0	1
"55099110"	"171053Z1"	1	0	0	0	"171053Z1"	0	1
"55099190"	"171053Z1"	1	0	0	0	"171053Z1"	0	1
"55101100"	"171054Z1"	1	0	0	0	"171054Z1"	0	1
"55102000"	"171054Z1"	1	0	0	0	"171054Z1"	0	1
"55103000"	"171054Z1"	1	0	0	0	"171054Z1"	0	1
"55101200"	"171054Z1"	1	0	0	0	"171054Z1"	0	1
"55109000"	"171054Z1"	1	0	0	0	"171054Z1"	0	1
"55112000"	"171055Q0"	0	0	1	0	"1554"	1	1
"55081019"	"171055Q0"	0	0	1	0	"1554"	1	1
"54062000"	"171055Q0"	0	0	1	0	"1554"	1	1
"54011019"	"171055Q0"	0	0	1	0	"1554"	1	1
"55081090"	"171055Q0"	0	0	1	0	"1554"	1	1
"55082090"	"171055Q0"	0	0	1	0	"1554"	1	1
"54011011"	"171055Q0"	0	0	1	0	"1554"	1	1
"55113000"	"171055Q0"	0	0	1	0	"1554"	1	1
"54012090"	"171055Q0"	0	0	1	0	"1554"	1	1
"54012010"	"171055Q0"	0	0	1	0	"1554"	1	1
"54011090"	"171055Q0"	0	0	1	0	"1554"	1	1
"55082010"	"171055Q0"	0	0	1	0	"1554"	1	1
"54061000"	"171055Q0"	0	0	1	0	"1554"	1	1
"55081011"	"171055Q0"	0	0	1	0	"1554"	1	1
"55111000"	"171055Q0"	0	0	1	0	"1554"	1	1
"51112000"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51111999"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51111939"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51111931"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51111911"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51111919"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51113010"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51111191"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51111991"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51111111"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51113090"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51119099"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51111199"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51119091"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51119010"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51119093"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51113030"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51111119"	"172010Z1"	1	0	0	0	"172010Z1"	0	1
"51130000"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51121190"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51121110"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51123030"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51129093"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51129091"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51121999"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51121911"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51123010"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51123090"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51129099"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51121991"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51122000"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51121919"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"51129010"	"172010Z2"	1	0	0	0	"172010Z2"	0	1
"53091900"	"172010Z3"	1	0	0	0	"172010Z3"	0	1
"53091190"	"172010Z3"	1	0	0	0	"172010Z3"	0	1
"53091110"	"172010Z3"	1	0	0	0	"172010Z3"	0	1
"53092900"	"172010Z4"	1	0	0	0	"172010Z4"	0	1
"53092190"	"172010Z4"	1	0	0	0	"172010Z4"	0	1
"53092110"	"172010Z4"	1	0	0	0	"172010Z4"	0	1
"52102190"	"172020Z1"	0	0	1	0	"1555"	1	1
"52121290"	"172020Z1"	0	0	1	0	"1555"	1	1
"52085100"	"172020Z1"	0	0	1	0	"1555"	1	1
"52085900"	"172020Z1"	0	0	1	0	"1555"	1	1
"52121310"	"172020Z1"	0	0	1	0	"1555"	1	1
"52085290"	"172020Z1"	0	0	1	0	"1555"	1	1
"52082299"	"172020Z1"	0	0	1	0	"1555"	1	1
"52082190"	"172020Z1"	0	0	1	0	"1555"	1	1
"52083900"	"172020Z1"	0	0	1	0	"1555"	1	1
"52105900"	"172020Z1"	0	0	1	0	"1555"	1	1
"52121190"	"172020Z1"	0	0	1	0	"1555"	1	1
"52081299"	"172020Z1"	0	0	1	0	"1555"	1	1
"52105100"	"172020Z1"	0	0	1	0	"1555"	1	1
"52102900"	"172020Z1"	0	0	1	0	"1555"	1	1
"52083300"	"172020Z1"	0	0	1	0	"1555"	1	1
"52103200"	"172020Z1"	0	0	1	0	"1555"	1	1
"52103190"	"172020Z1"	0	0	1	0	"1555"	1	1
"52101200"	"172020Z1"	0	0	1	0	"1555"	1	1
"52103110"	"172020Z1"	0	0	1	0	"1555"	1	1
"52082296"	"172020Z1"	0	0	1	0	"1555"	1	1
"52121210"	"172020Z1"	0	0	1	0	"1555"	1	1
"52082219"	"172020Z1"	0	0	1	0	"1555"	1	1
"52102110"	"172020Z1"	0	0	1	0	"1555"	1	1
"52101110"	"172020Z1"	0	0	1	0	"1555"	1	1
"52081300"	"172020Z1"	0	0	1	0	"1555"	1	1
"52083216"	"172020Z1"	0	0	1	0	"1555"	1	1
"52082300"	"172020Z1"	0	0	1	0	"1555"	1	1
"52081190"	"172020Z1"	0	0	1	0	"1555"	1	1
"52081900"	"172020Z1"	0	0	1	0	"1555"	1	1
"52083296"	"172020Z1"	0	0	1	0	"1555"	1	1
"52103900"	"172020Z1"	0	0	1	0	"1555"	1	1
"52085300"	"172020Z1"	0	0	1	0	"1555"	1	1
"52083100"	"172020Z1"	0	0	1	0	"1555"	1	1
"52083299"	"172020Z1"	0	0	1	0	"1555"	1	1
"52082216"	"172020Z1"	0	0	1	0	"1555"	1	1
"52102200"	"172020Z1"	0	0	1	0	"1555"	1	1
"52083219"	"172020Z1"	0	0	1	0	"1555"	1	1
"52105200"	"172020Z1"	0	0	1	0	"1555"	1	1
"52082900"	"172020Z1"	0	0	1	0	"1555"	1	1
"52101190"	"172020Z1"	0	0	1	0	"1555"	1	1
"52121110"	"172020Z1"	0	0	1	0	"1555"	1	1
"52085210"	"172020Z1"	0	0	1	0	"1555"	1	1
"52121510"	"172020Z1"	0	0	1	0	"1555"	1	1
"52081219"	"172020Z1"	0	0	1	0	"1555"	1	1
"52081216"	"172020Z1"	0	0	1	0	"1555"	1	1
"52121590"	"172020Z1"	0	0	1	0	"1555"	1	1
"52101900"	"172020Z1"	0	0	1	0	"1555"	1	1
"52121390"	"172020Z1"	0	0	1	0	"1555"	1	1
"52081296"	"172020Z1"	0	0	1	0	"1555"	1	1
"52111100"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52092900"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52095100"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52112100"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52092100"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52113900"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52122190"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52091100"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52122510"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52091200"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52111900"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52115200"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52115100"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52091900"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52095200"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52115900"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52122110"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52112200"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52093200"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52092200"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52113100"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52122290"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52093900"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52122310"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52122210"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52111200"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52112900"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52122590"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52122390"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52095900"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52093100"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52113200"	"172020Z3"	1	0	0	0	"172020Z3"	0	1
"52121410"	"172020Z5"	0	0	1	0	"1555"	1	1
"52101110"	"172020Z5"	0	0	1	0	"1555"	1	1
"52114990"	"172020Z5"	0	0	1	0	"1555"	1	1
"52084300"	"172020Z5"	0	0	1	0	"1555"	1	1
"52122490"	"172020Z5"	0	0	1	0	"1555"	1	1
"52084100"	"172020Z5"	0	0	1	0	"1555"	1	1
"52094910"	"172020Z5"	0	0	1	0	"1555"	1	1
"52103200"	"172020Z5"	0	0	1	0	"1555"	1	1
"52102200"	"172020Z5"	0	0	1	0	"1555"	1	1
"52101200"	"172020Z5"	0	0	1	0	"1555"	1	1
"52102190"	"172020Z5"	0	0	1	0	"1555"	1	1
"52102900"	"172020Z5"	0	0	1	0	"1555"	1	1
"52114910"	"172020Z5"	0	0	1	0	"1555"	1	1
"52102110"	"172020Z5"	0	0	1	0	"1555"	1	1
"52084200"	"172020Z5"	0	0	1	0	"1555"	1	1
"52104100"	"172020Z5"	0	0	1	0	"1555"	1	1
"52094990"	"172020Z5"	0	0	1	0	"1555"	1	1
"52105900"	"172020Z5"	0	0	1	0	"1555"	1	1
"52084900"	"172020Z5"	0	0	1	0	"1555"	1	1
"52094300"	"172020Z5"	0	0	1	0	"1555"	1	1
"52101900"	"172020Z5"	0	0	1	0	"1555"	1	1
"52103190"	"172020Z5"	0	0	1	0	"1555"	1	1
"52121490"	"172020Z5"	0	0	1	0	"1555"	1	1
"52122410"	"172020Z5"	0	0	1	0	"1555"	1	1
"52105200"	"172020Z5"	0	0	1	0	"1555"	1	1
"52114100"	"172020Z5"	0	0	1	0	"1555"	1	1
"52105100"	"172020Z5"	0	0	1	0	"1555"	1	1
"52104200"	"172020Z5"	0	0	1	0	"1555"	1	1
"52103110"	"172020Z5"	0	0	1	0	"1555"	1	1
"52104900"	"172020Z5"	0	0	1	0	"1555"	1	1
"52094100"	"172020Z5"	0	0	1	0	"1555"	1	1
"52103900"	"172020Z5"	0	0	1	0	"1555"	1	1
"52114300"	"172020Z5"	0	0	1	0	"1555"	1	1
"52101190"	"172020Z5"	0	0	1	0	"1555"	1	1
"54076130"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54076190"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54078400"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54078100"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54077300"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54076110"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54075200"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54078300"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54076910"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54075300"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54074200"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54076150"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54079400"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54079300"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54077400"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54077100"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54074400"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54078200"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54077200"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54075100"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54079100"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54079200"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54074300"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54074100"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54075400"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54076990"	"172031Z1"	1	0	0	0	"172031Z1"	0	1
"54082310"	"172031Z2"	1	0	0	0	"172031Z2"	0	1
"54082290"	"172031Z2"	1	0	0	0	"172031Z2"	0	1
"54082210"	"172031Z2"	1	0	0	0	"172031Z2"	0	1
"54083200"	"172031Z2"	1	0	0	0	"172031Z2"	0	1
"54083400"	"172031Z2"	1	0	0	0	"172031Z2"	0	1
"54082390"	"172031Z2"	1	0	0	0	"172031Z2"	0	1
"54082400"	"172031Z2"	1	0	0	0	"172031Z2"	0	1
"54082100"	"172031Z2"	1	0	0	0	"172031Z2"	0	1
"54083300"	"172031Z2"	1	0	0	0	"172031Z2"	0	1
"54083100"	"172031Z2"	1	0	0	0	"172031Z2"	0	1
"55122910"	"172032Z1"	1	0	0	0	"172032Z1"	0	1
"55121910"	"172032Z1"	1	0	0	0	"172032Z1"	0	1
"55129100"	"172032Z1"	1	0	0	0	"172032Z1"	0	1
"55121990"	"172032Z1"	1	0	0	0	"172032Z1"	0	1
"55129990"	"172032Z1"	1	0	0	0	"172032Z1"	0	1
"55122990"	"172032Z1"	1	0	0	0	"172032Z1"	0	1
"55122100"	"172032Z1"	1	0	0	0	"172032Z1"	0	1
"55129910"	"172032Z1"	1	0	0	0	"172032Z1"	0	1
"55121100"	"172032Z1"	1	0	0	0	"172032Z1"	0	1
"55132130"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55131190"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55134200"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55141100"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55144100"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55132300"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55142100"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55142300"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55132200"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55131900"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55132110"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55142900"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55144300"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55141200"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55131200"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55131120"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55141300"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55142200"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55134100"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55144200"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55144900"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55134300"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55134900"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55132190"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55131300"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55141900"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55132900"	"172032Z2"	1	0	0	0	"172032Z2"	0	1
"55133300"	"172032Z3"	1	0	0	0	"172032Z3"	0	1
"55133100"	"172032Z3"	1	0	0	0	"172032Z3"	0	1
"55143900"	"172032Z3"	1	0	0	0	"172032Z3"	0	1
"55143100"	"172032Z3"	1	0	0	0	"172032Z3"	0	1
"55143200"	"172032Z3"	1	0	0	0	"172032Z3"	0	1
"55133900"	"172032Z3"	1	0	0	0	"172032Z3"	0	1
"55143300"	"172032Z3"	1	0	0	0	"172032Z3"	0	1
"55133200"	"172032Z3"	1	0	0	0	"172032Z3"	0	1
"55159211"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55159291"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55152299"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55159299"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55159219"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55151311"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55151399"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55152211"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55151319"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55152291"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55152219"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55151391"	"172032Z4"	1	0	0	0	"172032Z4"	0	1
"55152930"	"172032Z5"	1	0	0	0	"172032Z5"	0	1
"55151190"	"172032Z5"	1	0	0	0	"172032Z5"	0	1
"55151930"	"172032Z5"	1	0	0	0	"172032Z5"	0	1
"55152110"	"172032Z5"	1	0	0	0	"172032Z5"	0	1
"55159110"	"172032Z5"	1	0	0	0	"172032Z5"	0	1
